"Date","Price","Open","High","Low","Vol.","Change %"
"11/29/2023","83.352","83.292","83.383","83.260","","0.01%"
"11/28/2023","83.340","83.358","83.399","83.292","","0.01%"
"11/27/2023","83.330","83.324","83.433","83.309","","-0.01%"
"11/24/2023","83.340","83.350","83.413","83.332","","0.04%"
"11/23/2023","83.305","83.276","83.368","83.265","","0.02%"
"11/22/2023","83.287","83.313","83.359","83.255","","-0.03%"
"11/21/2023","83.308","83.321","83.380","83.228","","-0.01%"
"11/20/2023","83.317","83.265","83.424","83.230","","0.09%"
"11/17/2023","83.244","83.161","83.303","83.161","","0.11%"
"11/16/2023","83.152","83.186","83.273","83.153","","-0.04%"
"11/15/2023","83.188","82.980","83.213","82.962","","0.26%"
"11/14/2023","82.973","83.209","83.278","82.906","","-0.25%"
"11/13/2023","83.180","83.309","83.343","83.201","","-0.15%"
"11/10/2023","83.309","83.302","83.499","83.224","","-0.01%"
"11/09/2023","83.315","83.232","83.341","83.216","","0.12%"
"11/08/2023","83.213","83.234","83.310","83.208","","-0.02%"
"11/07/2023","83.230","83.221","83.287","83.210","","0.01%"
"11/06/2023","83.218","83.107","83.263","83.085","","0.09%"
"11/03/2023","83.140","83.247","83.311","83.134","","-0.11%"
"11/02/2023","83.234","83.240","83.281","83.174","","0.00%"
"11/01/2023","83.237","83.278","83.337","83.225","","-0.02%"
"10/31/2023","83.256","83.260","83.293","83.221","","0.01%"
"10/30/2023","83.250","83.280","83.305","83.212","","-0.02%"
"10/27/2023","83.265","83.272","83.301","83.190","","0.03%"
"10/26/2023","83.243","83.163","83.269","83.131","","0.12%"
"10/25/2023","83.140","83.022","83.205","83.008","","0.16%"
"10/24/2023","83.010","83.031","83.102","82.956","","-0.07%"
"10/23/2023","83.071","83.160","83.206","83.085","","-0.10%"
"10/20/2023","83.150","83.150","83.216","83.012","","0.06%"
"10/19/2023","83.097","83.284","83.306","83.082","","-0.23%"
"10/18/2023","83.290","83.255","83.310","83.211","","0.06%"
"10/17/2023","83.240","83.215","83.289","83.186","","0.06%"
"10/16/2023","83.190","83.264","83.296","83.183","","-0.08%"
"10/13/2023","83.255","83.250","83.297","83.211","","-0.04%"
"10/12/2023","83.290","83.175","83.302","83.125","","0.16%"
"10/11/2023","83.160","83.217","83.246","83.116","","0.00%"
"10/10/2023","83.162","83.266","83.282","83.170","","-0.11%"
"10/09/2023","83.254","83.187","83.348","83.162","","0.16%"
"10/06/2023","83.118","83.218","83.303","83.121","","-0.10%"
"10/05/2023","83.200","83.214","83.305","83.178","","-0.06%"
"10/04/2023","83.250","83.235","83.346","83.173","","0.04%"
"10/03/2023","83.214","83.233","83.271","83.127","","0.05%"
"10/02/2023","83.174","83.165","83.234","83.123","","0.17%"
"09/29/2023","83.030","83.209","83.209","83.012","","-0.14%"
"09/28/2023","83.150","83.237","83.273","83.111","","-0.04%"
"09/27/2023","83.181","83.297","83.312","83.153","","-0.06%"
"09/26/2023","83.230","83.122","83.309","83.099","","0.12%"
"09/25/2023","83.130","83.057","83.179","83.029","","0.19%"
"09/22/2023","82.970","82.876","82.993","82.769","","-0.16%"
"09/21/2023","83.102","83.193","83.222","83.005","","0.22%"
"09/20/2023","82.920","83.261","83.297","82.924","","-0.47%"
"09/19/2023","83.310","83.250","83.344","83.170","","0.05%"
"09/18/2023","83.270","83.106","83.360","83.085","","0.24%"
"09/15/2023","83.069","83.063","83.202","82.981","","0.07%"
"09/14/2023","83.010","82.915","83.101","82.913","","0.09%"
"09/13/2023","82.934","82.873","83.039","82.855","","0.10%"
"09/12/2023","82.850","82.905","83.015","82.853","","-0.06%"
"09/11/2023","82.900","82.955","83.068","82.815","","-0.13%"
"09/08/2023","83.004","83.133","83.184","82.902","","-0.18%"
"09/07/2023","83.150","83.220","83.271","83.076","","-0.06%"
"09/06/2023","83.197","83.075","83.258","82.986","","0.20%"
"09/05/2023","83.033","82.753","83.097","82.712","","0.38%"
"09/04/2023","82.715","82.670","82.785","82.650","","0.03%"
"09/01/2023","82.689","82.647","82.784","82.576","","-0.02%"
"08/31/2023","82.702","82.678","82.799","82.582","","0.11%"
"08/30/2023","82.607","82.593","82.819","82.568","","0.04%"
"08/29/2023","82.574","82.646","82.842","82.576","","-0.03%"
"08/28/2023","82.600","82.585","82.662","82.527","","-0.04%"
"08/25/2023","82.637","82.605","82.740","82.532","","0.07%"
"08/24/2023","82.580","82.579","82.646","82.359","","0.09%"
"08/23/2023","82.508","83.082","83.090","82.449","","-0.64%"
"08/22/2023","83.040","83.113","83.122","82.909","","-0.06%"
"08/21/2023","83.090","83.193","83.217","83.021","","-0.06%"
"08/18/2023","83.140","83.086","83.221","83.018","","0.01%"
"08/17/2023","83.130","83.222","83.268","82.989","","-0.10%"
"08/16/2023","83.209","83.240","83.443","83.085","","0.00%"
"08/15/2023","83.212","83.185","83.467","83.170","","0.05%"
"08/14/2023","83.170","82.895","83.301","82.895","","0.36%"
"08/11/2023","82.870","82.789","82.911","82.725","","0.31%"
"08/10/2023","82.616","82.840","82.861","82.590","","-0.28%"
"08/09/2023","82.844","82.878","82.880","82.783","","-0.01%"
"08/08/2023","82.853","82.760","82.984","82.748","","0.12%"
"08/07/2023","82.750","82.741","82.785","82.678","","0.10%"
"08/04/2023","82.668","82.740","82.893","82.674","","-0.10%"
"08/03/2023","82.750","82.719","82.826","82.665","","0.02%"
"08/02/2023","82.730","82.352","82.811","82.321","","0.47%"
"08/01/2023","82.340","82.240","82.357","82.222","","0.12%"
"07/31/2023","82.240","82.227","82.313","82.205","","0.02%"
"07/28/2023","82.225","82.155","82.354","82.155","","0.09%"
"07/27/2023","82.150","81.938","82.248","81.880","","0.24%"
"07/26/2023","81.950","81.899","82.078","81.863","","0.12%"
"07/25/2023","81.850","81.815","81.918","81.666","","0.07%"
"07/24/2023","81.790","82.035","82.052","81.786","","-0.23%"
"07/21/2023","81.980","82.084","82.091","81.928","","-0.11%"
"07/20/2023","82.070","82.064","82.087","81.908","","0.02%"
"07/19/2023","82.050","82.087","82.166","82.024","","-0.01%"
"07/18/2023","82.060","82.062","82.114","81.961","","0.02%"
"07/17/2023","82.040","82.127","82.209","81.988","","-0.01%"
"07/14/2023","82.049","82.010","82.203","81.926","","0.01%"
"07/13/2023","82.040","82.001","82.146","81.948","","0.07%"
"07/12/2023","81.980","82.405","82.421","81.962","","-0.50%"
"07/11/2023","82.390","82.550","82.563","82.324","","-0.16%"
"07/10/2023","82.520","82.665","82.689","82.520","","-0.11%"
"07/07/2023","82.610","82.766","82.778","82.545","","-0.18%"
"07/06/2023","82.758","82.398","82.821","82.297","","0.44%"
"07/05/2023","82.397","82.047","82.413","81.994","","0.55%"
"07/04/2023","81.946","81.975","82.045","81.868","","0.01%"
"07/03/2023","81.940","82.061","82.072","81.753","","-0.18%"
"06/30/2023","82.091","82.090","82.135","81.997","","-0.01%"
"06/29/2023","82.100","82.037","82.134","81.997","","0.10%"
"06/28/2023","82.020","81.991","82.099","81.966","","0.05%"
"06/27/2023","81.983","82.030","82.050","81.934","","0.02%"
"06/26/2023","81.970","81.971","82.086","81.935","","-0.01%"
"06/23/2023","81.980","81.927","82.089","81.926","","0.04%"
"06/22/2023","81.950","81.961","82.017","81.878","","0.02%"
"06/21/2023","81.930","81.992","82.135","81.940","","-0.09%"
"06/20/2023","82.000","81.915","82.173","81.915","","0.11%"
"06/19/2023","81.910","81.976","82.011","81.879","","0.00%"
"06/16/2023","81.910","81.913","82.030","81.841","","0.01%"
"06/15/2023","81.900","82.045","82.279","81.905","","-0.06%"
"06/14/2023","81.950","82.242","82.335","81.897","","-0.34%"
"06/13/2023","82.229","82.401","82.473","82.152","","-0.20%"
"06/12/2023","82.390","82.463","82.504","82.400","","-0.06%"
"06/09/2023","82.440","82.515","82.525","82.404","","-0.06%"
"06/08/2023","82.488","82.628","82.628","82.475","","-0.01%"
"06/07/2023","82.500","82.510","82.587","82.454","","-0.01%"
"06/06/2023","82.510","82.511","82.663","82.483","","-0.01%"
"06/05/2023","82.520","82.456","82.697","82.398","","0.15%"
"06/02/2023","82.398","82.277","82.447","82.262","","0.16%"
"06/01/2023","82.266","82.666","82.668","82.268","","-0.50%"
"05/31/2023","82.680","82.648","82.777","82.620","","0.02%"
"05/30/2023","82.665","82.557","82.794","82.548","","0.10%"
"05/29/2023","82.586","82.591","82.682","82.511","","0.02%"
"05/26/2023","82.570","82.745","82.748","82.542","","-0.20%"
"05/25/2023","82.733","82.680","82.821","82.666","","0.08%"
"05/24/2023","82.670","82.880","82.897","82.570","","-0.19%"
"05/23/2023","82.830","82.835","82.890","82.749","","-0.01%"
"05/22/2023","82.840","82.809","82.903","82.725","","-0.05%"
"05/19/2023","82.878","82.767","82.953","82.623","","0.19%"
"05/18/2023","82.720","82.453","82.797","82.348","","0.39%"
"05/17/2023","82.400","82.272","82.460","82.260","","0.17%"
"05/16/2023","82.264","82.239","82.317","82.160","","0.03%"
"05/15/2023","82.237","82.244","82.388","82.182","","0.08%"
"05/12/2023","82.173","82.120","82.244","82.095","","0.10%"
"05/11/2023","82.090","81.926","82.195","81.901","","0.23%"
"05/10/2023","81.900","82.105","82.114","81.875","","-0.24%"
"05/09/2023","82.100","81.787","82.162","81.771","","0.40%"
"05/08/2023","81.770","81.711","81.836","81.659","","0.09%"
"05/05/2023","81.700","81.718","81.827","81.652","","-0.01%"
"05/04/2023","81.710","81.762","81.829","81.652","","-0.06%"
"05/03/2023","81.755","81.788","81.872","81.670","","0.01%"
"05/02/2023","81.750","81.795","81.961","81.715","","-0.02%"
"05/01/2023","81.770","81.795","81.814","81.715","","0.06%"
"04/28/2023","81.720","81.720","81.870","81.706","","0.03%"
"04/27/2023","81.695","81.732","81.864","81.594","","-0.06%"
"04/26/2023","81.740","82.004","82.026","81.679","","-0.27%"
"04/25/2023","81.965","81.871","82.043","81.852","","0.02%"
"04/24/2023","81.950","82.095","82.115","81.865","","-0.10%"
"04/21/2023","82.030","82.140","82.220","82.008","","-0.11%"
"04/20/2023","82.120","82.308","82.355","82.050","","-0.18%"
"04/19/2023","82.265","82.098","82.288","82.057","","0.23%"
"04/18/2023","82.080","81.995","82.115","81.948","","0.12%"
"04/17/2023","81.980","81.915","82.096","81.859","","0.20%"
"04/14/2023","81.820","81.701","81.930","81.547","","0.21%"
"04/13/2023","81.650","82.008","82.027","81.628","","-0.34%"
"04/12/2023","81.930","82.088","82.126","81.930","","-0.13%"
"04/11/2023","82.040","81.966","82.160","81.927","","0.09%"
"04/10/2023","81.965","81.844","82.045","81.761","","0.13%"
"04/07/2023","81.860","81.832","81.910","81.790","","0.05%"
"04/06/2023","81.820","81.953","82.059","81.810","","-0.12%"
"04/05/2023","81.920","82.123","82.217","81.843","","-0.21%"
"04/04/2023","82.090","82.219","82.279","82.077","","-0.12%"
"04/03/2023","82.190","82.391","82.484","82.190","","0.04%"
"03/31/2023","82.160","82.088","82.282","82.044","","0.10%"
"03/30/2023","82.080","82.238","82.286","82.030","","-0.12%"
"03/29/2023","82.178","82.164","82.390","82.164","","0.01%"
"03/28/2023","82.172","82.195","82.290","82.113","","-0.01%"
"03/27/2023","82.180","82.374","82.441","82.200","","-0.19%"
"03/24/2023","82.334","82.265","82.524","82.195","","0.12%"
"03/23/2023","82.236","82.524","82.542","82.053","","-0.33%"
"03/22/2023","82.505","82.677","82.742","82.395","","-0.21%"
"03/21/2023","82.677","82.516","82.733","82.516","","0.20%"
"03/20/2023","82.510","82.495","82.727","82.452","","-0.01%"
"03/17/2023","82.520","82.615","82.701","82.419","","-0.12%"
"03/16/2023","82.620","82.773","82.851","82.592","","-0.31%"
"03/15/2023","82.880","82.280","82.920","82.211","","0.77%"
"03/14/2023","82.245","82.299","82.579","82.235","","0.01%"
"03/13/2023","82.235","81.677","82.312","81.677","","0.34%"
"03/10/2023","81.960","82.037","82.210","81.843","","-0.07%"
"03/09/2023","82.020","81.967","82.088","81.763","","0.09%"
"03/08/2023","81.950","82.037","82.298","81.859","","-0.06%"
"03/07/2023","82.000","81.852","82.025","81.725","","0.23%"
"03/06/2023","81.810","81.778","81.973","81.610","","0.16%"
"03/03/2023","81.680","82.348","82.407","81.685","","-0.81%"
"03/02/2023","82.350","82.425","82.628","82.355","","-0.10%"
"03/01/2023","82.430","82.588","82.634","82.365","","-0.25%"
"02/28/2023","82.640","82.690","82.761","82.554","","0.00%"
"02/27/2023","82.642","82.871","82.951","82.627","","-0.31%"
"02/24/2023","82.897","82.643","83.026","82.628","","0.37%"
"02/23/2023","82.590","82.799","82.835","82.562","","-0.29%"
"02/22/2023","82.830","82.844","82.937","82.776","","-0.02%"
"02/21/2023","82.844","82.691","82.892","82.680","","0.18%"
"02/20/2023","82.693","82.720","82.763","82.604","","-0.07%"
"02/17/2023","82.750","82.703","82.872","82.703","","0.05%"
"02/16/2023","82.710","82.719","82.845","82.590","","-0.05%"
"02/15/2023","82.750","82.842","82.972","82.765","","-0.19%"
"02/14/2023","82.910","82.597","83.047","82.565","","0.39%"
"02/13/2023","82.592","82.582","82.788","82.577","","0.10%"
"02/10/2023","82.510","82.535","82.644","82.330","","0.00%"
"02/09/2023","82.511","82.656","82.679","82.402","","-0.17%"
"02/08/2023","82.650","82.734","82.761","82.472","","-0.25%"
"02/07/2023","82.860","82.755","82.906","82.618","","0.15%"
"02/06/2023","82.740","82.388","82.850","82.316","","0.65%"
"02/03/2023","82.206","82.044","82.326","81.745","","0.20%"
"02/02/2023","82.039","81.698","82.272","81.685","","0.38%"
"02/01/2023","81.730","81.765","82.041","81.676","","-0.01%"
"01/31/2023","81.739","81.599","82.079","81.550","","0.27%"
"01/30/2023","81.520","81.548","81.725","81.461","","0.01%"
"01/27/2023","81.510","81.509","81.679","81.473","","0.11%"
"01/26/2023","81.418","81.531","81.578","81.355","","-0.09%"
"01/25/2023","81.491","81.602","81.780","81.477","","-0.13%"
"01/24/2023","81.594","81.488","81.770","81.410","","0.14%"
"01/23/2023","81.478","80.933","81.509","80.874","","0.62%"
"01/20/2023","80.979","81.281","81.310","80.973","","-0.32%"
"01/19/2023","81.240","81.440","81.455","81.207","","-0.25%"
"01/18/2023","81.440","81.675","81.829","81.163","","-0.23%"
"01/17/2023","81.630","81.710","81.889","81.547","","0.00%"
"01/16/2023","81.628","81.227","81.749","81.197","","0.43%"
"01/13/2023","81.280","81.115","81.522","81.115","","0.22%"
"01/12/2023","81.100","81.657","81.754","81.110","","-0.66%"
"01/11/2023","81.637","81.625","81.830","81.496","","0.04%"
"01/10/2023","81.602","82.185","82.317","81.604","","-0.69%"
"01/09/2023","82.170","82.234","82.454","82.095","","-0.12%"
"01/06/2023","82.270","82.604","82.785","82.275","","-0.36%"
"01/05/2023","82.568","82.740","82.808","82.426","","-0.09%"
"01/04/2023","82.641","82.779","82.919","82.667","","-0.16%"
"01/03/2023","82.774","82.698","83.038","82.654","","0.04%"
"01/02/2023","82.745","82.670","82.800","82.560","","0.03%"
"12/30/2022","82.717","82.787","82.829","82.539","","-0.05%"
"12/29/2022","82.758","82.847","82.901","82.754","","0.03%"
"12/28/2022","82.736","82.840","82.930","82.747","","-0.11%"
"12/27/2022","82.830","82.675","82.909","82.655","","0.22%"
"12/26/2022","82.650","82.775","82.847","82.627","","-0.16%"
"12/23/2022","82.780","82.880","82.902","82.742","","-0.22%"
"12/22/2022","82.960","82.825","82.989","82.643","","0.10%"
"12/21/2022","82.880","82.730","82.933","82.654","","0.34%"
"12/20/2022","82.600","82.582","82.885","82.564","","-0.06%"
"12/19/2022","82.649","82.775","82.832","82.565","","-0.07%"
"12/16/2022","82.706","82.865","82.897","82.626","","-0.17%"
"12/15/2022","82.843","82.537","82.993","82.415","","0.45%"
"12/14/2022","82.474","82.610","82.715","82.402","","0.12%"
"12/13/2022","82.375","82.662","82.922","82.373","","-0.31%"
"12/12/2022","82.634","82.434","82.745","82.423","","0.27%"
"12/09/2022","82.410","82.244","82.509","82.086","","0.16%"
"12/08/2022","82.280","82.267","82.477","82.253","","0.09%"
"12/07/2022","82.204","82.422","82.783","82.188","","-0.33%"
"12/06/2022","82.480","81.904","82.643","81.897","","0.72%"
"12/05/2022","81.890","81.255","81.910","81.195","","0.59%"
"12/02/2022","81.410","81.165","81.527","81.082","","0.36%"
"12/01/2022","81.120","81.151","81.336","80.985","","-0.29%"
"11/30/2022","81.359","81.645","81.650","81.271","","-0.31%"
"11/29/2022","81.616","81.549","81.758","81.541","","-0.03%"
"11/28/2022","81.640","81.814","81.846","81.518","","-0.06%"
"11/25/2022","81.685","81.671","81.754","81.432","","0.09%"
"11/24/2022","81.613","81.633","81.777","81.588","","0.01%"
"11/23/2022","81.604","81.719","81.934","81.628","","-0.13%"
"11/22/2022","81.714","81.728","81.830","81.580","","0.02%"
"11/21/2022","81.699","81.672","81.927","81.579","","0.10%"
"11/18/2022","81.617","81.530","81.800","81.505","","0.13%"
"11/17/2022","81.510","81.453","81.854","81.422","","0.04%"
"11/16/2022","81.480","81.105","81.574","81.105","","0.52%"
"11/15/2022","81.061","80.992","81.449","80.703","","0.12%"
"11/14/2022","80.965","80.525","81.299","80.510","","0.61%"
"11/11/2022","80.477","80.565","80.996","80.483","","-0.19%"
"11/10/2022","80.630","81.444","81.930","80.632","","-0.87%"
"11/09/2022","81.335","81.340","81.628","81.210","","-0.04%"
"11/08/2022","81.370","81.832","82.034","81.241","","-0.53%"
"11/07/2022","81.804","82.075","82.324","81.809","","-0.19%"
"11/04/2022","81.962","82.690","82.740","81.970","","-0.93%"
"11/03/2022","82.731","82.894","82.996","82.693","","0.02%"
"11/02/2022","82.712","82.682","82.818","82.609","","0.08%"
"11/01/2022","82.650","82.817","82.826","82.494","","-0.14%"
"10/31/2022","82.770","82.386","82.877","82.316","","0.62%"
"10/28/2022","82.261","82.364","82.518","82.269","","-0.13%"
"10/27/2022","82.368","82.031","82.574","82.017","","0.57%"
"10/26/2022","81.901","82.445","82.539","81.961","","-0.74%"
"10/25/2022","82.515","82.755","82.859","82.413","","-0.28%"
"10/24/2022","82.744","82.603","82.884","82.572","","0.26%"
"10/21/2022","82.529","82.836","83.104","82.539","","-0.35%"
"10/20/2022","82.820","82.991","83.268","82.526","","-0.23%"
"10/19/2022","83.013","82.271","83.101","82.260","","0.88%"
"10/18/2022","82.291","82.134","82.381","81.998","","0.15%"
"10/17/2022","82.171","82.400","82.418","82.081","","-0.21%"
"10/14/2022","82.340","82.182","82.423","82.101","","0.20%"
"10/13/2022","82.172","82.179","82.660","82.100","","0.02%"
"10/12/2022","82.159","82.238","82.365","82.151","","-0.12%"
"10/11/2022","82.256","82.397","82.497","82.084","","-0.14%"
"10/10/2022","82.370","82.680","82.695","82.236","","-0.54%"
"10/07/2022","82.820","82.264","82.820","82.089","","0.93%"
"10/06/2022","82.060","81.515","82.298","81.460","","0.53%"
"10/05/2022","81.631","81.454","81.711","81.303","","0.22%"
"10/04/2022","81.451","81.490","81.680","81.265","","-0.05%"
"10/03/2022","81.494","81.504","81.923","81.480","","-0.02%"
"09/30/2022","81.509","81.473","81.710","81.142","","0.06%"
"09/29/2022","81.461","81.565","81.943","81.456","","0.07%"
"09/28/2022","81.406","81.850","82.005","81.338","","-0.37%"
"09/27/2022","81.705","81.352","81.772","81.277","","0.12%"
"09/26/2022","81.610","81.310","81.704","81.310","","0.44%"
"09/23/2022","81.250","81.025","81.266","80.760","","0.25%"
"09/22/2022","81.047","80.206","81.130","80.177","","1.43%"
"09/21/2022","79.907","79.760","80.056","79.730","","0.20%"
"09/20/2022","79.751","79.650","79.771","79.575","","0.07%"
"09/19/2022","79.693","79.686","79.818","79.569","","0.01%"
"09/16/2022","79.686","79.832","79.858","79.566","","-0.19%"
"09/15/2022","79.839","79.490","79.846","79.428","","0.51%"
"09/14/2022","79.431","79.566","79.620","79.349","","-0.18%"
"09/13/2022","79.577","79.375","79.607","78.998","","0.29%"
"09/12/2022","79.350","79.648","79.720","79.273","","-0.36%"
"09/09/2022","79.635","79.656","79.665","79.434","","-0.04%"
"09/08/2022","79.667","79.635","79.835","79.626","","0.05%"
"09/07/2022","79.630","79.908","79.974","79.594","","-0.30%"
"09/06/2022","79.870","79.803","79.916","79.735","","0.11%"
"09/05/2022","79.783","79.925","79.927","79.752","","0.08%"
"09/02/2022","79.717","79.710","79.914","79.604","","0.06%"
"09/01/2022","79.673","79.535","79.740","79.281","","0.23%"
"08/31/2022","79.491","79.707","79.717","79.415","","-0.22%"
"08/30/2022","79.665","79.968","79.985","79.417","","-0.36%"
"08/29/2022","79.954","79.989","80.135","79.892","","-0.01%"
"08/26/2022","79.961","79.883","79.983","79.709","","0.12%"
"08/25/2022","79.862","79.811","80.006","79.749","","0.10%"
"08/24/2022","79.780","79.875","79.900","79.691","","-0.08%"
"08/23/2022","79.847","79.875","79.919","79.682","","0.00%"
"08/22/2022","79.850","79.905","79.930","79.769","","-0.09%"
"08/19/2022","79.920","79.775","79.943","79.698","","0.21%"
"08/18/2022","79.750","79.405","79.765","79.372","","0.50%"
"08/17/2022","79.350","79.166","79.514","79.155","","0.13%"
"08/16/2022","79.248","79.550","79.605","79.250","","-0.34%"
"08/15/2022","79.518","79.654","79.658","79.459","","-0.15%"
"08/12/2022","79.641","79.610","79.759","79.590","","0.08%"
"08/11/2022","79.580","79.066","79.695","79.066","","0.62%"
"08/10/2022","79.090","79.560","79.613","79.018","","-0.59%"
"08/09/2022","79.563","79.582","79.661","79.497","","-0.03%"
"08/08/2022","79.584","79.425","79.689","79.420","","0.28%"
"08/05/2022","79.360","79.160","79.494","78.918","","0.25%"
"08/04/2022","79.160","79.096","79.840","79.048","","0.07%"
"08/03/2022","79.108","78.627","79.243","78.574","","0.66%"
"08/02/2022","78.587","78.961","79.002","78.393","","-0.47%"
"08/01/2022","78.959","79.185","79.241","78.894","","-0.48%"
"07/29/2022","79.336","79.604","79.604","79.168","","-0.36%"
"07/28/2022","79.626","79.763","79.855","79.586","","-0.27%"
"07/27/2022","79.845","79.823","79.995","79.774","","0.00%"
"07/26/2022","79.843","79.735","79.884","79.692","","0.19%"
"07/25/2022","79.691","79.784","79.885","79.678","","-0.17%"
"07/22/2022","79.830","79.883","79.938","79.803","","-0.03%"
"07/21/2022","79.850","80.026","80.067","79.760","","-0.16%"
"07/20/2022","79.980","79.907","80.067","79.878","","0.16%"
"07/19/2022","79.850","79.989","80.072","79.857","","-0.18%"
"07/18/2022","79.990","79.817","80.020","79.703","","0.29%"
"07/15/2022","79.760","79.867","79.979","79.715","","-0.16%"
"07/14/2022","79.890","79.708","80.235","79.666","","0.30%"
"07/13/2022","79.650","79.490","79.870","79.475","","0.25%"
"07/12/2022","79.450","79.466","79.666","79.459","","0.05%"
"07/11/2022","79.410","79.255","79.585","79.255","","0.19%"
"07/08/2022","79.260","79.180","79.435","79.128","","0.11%"
"07/07/2022","79.175","79.046","79.278","78.905","","0.16%"
"07/06/2022","79.047","79.186","79.398","78.922","","-0.32%"
"07/05/2022","79.298","78.964","79.428","78.956","","0.45%"
"07/04/2022","78.939","78.984","79.088","78.871","","-0.02%"
"07/01/2022","78.956","78.983","79.159","78.818","","-0.01%"
"06/30/2022","78.965","78.900","79.095","78.867","","0.03%"
"06/29/2022","78.945","79.004","79.075","78.856","","-0.06%"
"06/28/2022","78.995","78.445","79.047","78.438","","0.71%"
"06/27/2022","78.440","78.283","78.571","78.196","","0.24%"
"06/24/2022","78.255","78.182","78.375","78.120","","0.14%"
"06/23/2022","78.145","78.220","78.377","78.112","","-0.04%"
"06/22/2022","78.180","78.150","78.410","78.121","","0.06%"
"06/21/2022","78.133","77.937","78.143","77.935","","0.26%"
"06/20/2022","77.927","78.002","78.058","77.879","","-0.03%"
"06/17/2022","77.952","77.993","78.112","77.941","","-0.03%"
"06/16/2022","77.977","78.036","78.123","77.917","","-0.25%"
"06/15/2022","78.171","78.030","78.227","77.977","","0.19%"
"06/14/2022","78.022","78.128","78.128","77.953","","-0.10%"
"06/13/2022","78.104","78.185","78.323","77.963","","-0.05%"
"06/10/2022","78.144","77.804","78.208","77.778","","0.42%"
"06/09/2022","77.815","77.707","77.874","77.690","","0.14%"
"06/08/2022","77.709","77.700","77.811","77.598","","0.06%"
"06/07/2022","77.664","77.784","77.847","77.620","","-0.19%"
"06/06/2022","77.814","77.678","77.854","77.554","","0.26%"
"06/03/2022","77.615","77.423","77.680","77.393","","0.28%"
"06/02/2022","77.399","77.562","77.654","77.377","","-0.21%"
"06/01/2022","77.560","77.627","77.655","77.431","","-0.05%"
"05/31/2022","77.598","77.553","77.752","77.553","","0.06%"
"05/30/2022","77.554","77.595","77.595","77.487","","-0.09%"
"05/27/2022","77.624","77.640","77.703","77.533","","-0.02%"
"05/26/2022","77.636","77.504","77.716","77.504","","0.14%"
"05/25/2022","77.531","77.496","77.641","77.459","","0.07%"
"05/24/2022","77.475","77.528","77.690","77.463","","-0.09%"
"05/23/2022","77.545","77.678","77.738","77.445","","-0.41%"
"05/20/2022","77.865","77.432","77.891","77.432","","0.58%"
"05/19/2022","77.415","77.825","77.825","77.378","","-0.51%"
"05/18/2022","77.810","77.455","77.810","77.455","","0.43%"
"05/17/2022","77.476","77.822","77.822","77.375","","-0.46%"
"05/16/2022","77.833","77.512","77.911","77.512","","0.46%"
"05/13/2022","77.480","77.440","77.548","77.243","","0.06%"
"05/12/2022","77.435","77.418","77.645","77.294","","0.01%"
"05/11/2022","77.425","77.254","77.502","77.155","","0.26%"
"05/10/2022","77.225","77.374","77.472","77.114","","-0.18%"
"05/09/2022","77.365","76.987","77.535","76.987","","0.50%"
"05/06/2022","76.979","76.518","77.079","76.518","","0.61%"
"05/05/2022","76.514","76.149","76.578","76.007","","0.30%"
"05/04/2022","76.282","76.474","76.603","76.206","","-0.25%"
"05/03/2022","76.470","76.490","76.675","76.450","","-0.02%"
"05/02/2022","76.485","76.515","76.530","76.327","","-0.07%"
"04/29/2022","76.535","76.617","76.704","76.264","","-0.18%"
"04/28/2022","76.670","76.521","76.720","76.407","","0.05%"
"04/27/2022","76.632","76.773","76.816","76.498","","-0.06%"
"04/26/2022","76.680","76.546","76.705","76.451","","-0.09%"
"04/25/2022","76.748","76.556","76.800","76.552","","0.36%"
"04/22/2022","76.475","76.283","76.533","76.205","","0.28%"
"04/21/2022","76.262","76.282","76.390","76.080","","-0.01%"
"04/20/2022","76.269","76.475","76.548","76.156","","-0.23%"
"04/19/2022","76.445","76.285","76.560","76.253","","0.21%"
"04/18/2022","76.284","76.308","76.453","76.222","","-0.06%"
"04/15/2022","76.332","76.306","76.365","76.286","","0.05%"
"04/14/2022","76.292","76.145","76.296","76.081","","0.22%"
"04/13/2022","76.122","76.155","76.286","76.044","","0.05%"
"04/12/2022","76.082","75.938","76.196","75.938","","0.32%"
"04/11/2022","75.836","75.966","76.111","75.805","","-0.16%"
"04/08/2022","75.960","75.932","76.061","75.722","","0.06%"
"04/07/2022","75.913","75.962","76.050","75.776","","-0.04%"
"04/06/2022","75.947","75.424","76.074","75.424","","0.64%"
"04/05/2022","75.465","75.434","75.572","75.260","","0.02%"
"04/04/2022","75.451","75.922","75.951","75.354","","-0.72%"
"04/01/2022","75.995","75.918","76.021","75.863","","0.09%"
"03/31/2022","75.928","75.845","75.968","75.651","","0.14%"
"03/30/2022","75.823","75.668","75.984","75.615","","0.21%"
"03/29/2022","75.666","76.005","76.176","75.565","","-0.56%"
"03/28/2022","76.090","76.320","76.390","76.022","","-0.26%"
"03/25/2022","76.285","76.222","76.299","76.125","","-0.03%"
"03/24/2022","76.305","76.510","76.510","76.166","","-0.29%"
"03/23/2022","76.530","76.104","76.530","75.982","","0.49%"
"03/22/2022","76.159","76.308","76.520","75.996","","-0.17%"
"03/21/2022","76.285","76.034","76.285","76.005","","0.29%"
"03/18/2022","76.065","76.065","76.210","76.017","","0.17%"
